datetime,city,state,country,shape,durationMinutes,comments,,
10/30/2013,lawrenceville,ga,us,fireball,3,My girl and I noticed four objects floating in the sky. They wer red and flickering . They flew in wierd hovering like ways . My friend,,
10/30/2013,ogdensburg,nj,us,light,1-3 hours,Consistent&#44 bright lights in sky.,,
10/30/2013,scranton,pa,us,light,1 hour,Extremely bright ball of light over West Scranton.  ((NUFORC Note:  Possible sighting of Venus?  PD)),,
10/30/2013,jonesboro,ar,us,light,15 minutes,4 white lights spinning fast in a big circle.,,
10/30/2013,gulfport,ms,us,sphere,9 minutes,Bright White light.,,
10/30/2013,mechanicsville,va,us,unknown,1 minute,Very loud craft with two vertical neon green circles.,,
10/30/2013,taylorsville,nc,us,triangle,25 seconds,UFO seen in Taylorsville&#44 NC 28681.,,
10/30/2013,clermont,fl,us,light,21:00,Spotted 3 red lights triangular in Clermont&#44 Florida.,,
10/30/2013,palo alto,ca,us,disk,1-2 minutes,Disk-shaped object with red/blue/green lights flowing left to right that appeared to stop and become a horizontal bar of light.,,
10/30/2013,modesto,ca,us,flash,~1 minute,Stationary blinking white light.,,
10/30/2013,new kensington,pa,us,formation,10-15 minutes,6 bright orange lights in the sky moving south to north on 10/30/13 at 10 PM in New Kensington&#44 PA.,,
10/30/2013,truth or consequences,nm,us,light,1 hour,Green Red&#44 White and occasionally Blue spinning lights that appear stationary.,,
10/31/2013,virginia beach,va,us,light,15 seconds,3 white lights flying over the East Coast just above the cloud ceiling moving like birds in formation,,
10/31/2013,san diego,ca,us,light,5 seconds,Green/White light flying towards the ground in San Diego.,,
10/31/2013,boca raton,fl,us,flash,3 seconds,Massive red glow in the eastern sky occurring twice within two or three minutes&#44 each lasting 3 seconds.,,
10/31/2013,ocala,fl,us,circle,30 minutes,Orange orbs that seperate into three moving extremly fast.,,
10/31/2013,sanford,fl,us,sphere,very short,There were 3-5 low flying slow moving spherical objects moving horizontally across the sky on Halloween night&#44 8:40-9:00 PM 2013.,,
10/31/2013,elmore city,ok,us,fireball,3 minutes,Fireball parked 40 ft above highway.,,
10/31/2013,torrance,ca,us,diamond,10 seconds,I was staring up at the sky&#44 clear as a bell I could see planes helicopters and stars the then- this pbect shot right over my house &#44al,,
10/31/2013,littleton,co,us,sphere,15,Object falling from sky.,,
10/31/2013,queen creek,az,us,other,3 seconds,Long slim line of dimmish lights of different hues of green yellow and orange&#44 descending and then disappeared.,,
10/31/2013,santa cruz,ca,us,cigar,8 seconds,Out of nowhere bright object appears in the sky and arcs downward at lightening speed into the Pacific Ocean,,
10/31/2013,los angeles,ca,us,light,4 minutes,Have a lot a pics in 2 mins then in one to dots come out.,,
10/31/2013,fairbanks,ak,us,diamond,3 minutes,UFO seen over civilian side of Birch Hill.,,
10/31/2013,sandy springs,ga,us,other,30 seconds,Blue lights splitting into 3.,,
10/31/2013,del city,ok,us,chevron,10 seconds,A dark chevron shaped craft moving quickly while phasing in and out.,,
10/31/2013,edgewater,fl,us,formation,hours,6 Blue lights in a single row. All of them equally distanced from eachother.Everyone in the neighborhood watched them for hours. They n,,
10/31/2013,arcanum,oh,us,unknown,10-15 seconds,Loud stationary noise and lights.,,
10/31/2013,salyersville,ky,us,light,90+ minutes,Strange unexplained tiny pulsating cluster of lights converged on ground in treeline.,,
10/31/2013,east wenatchee,wa,us,light,4 minutes,Deep red light flying south due northeast with a paused flight pattern.,,
11/1/2013,davenport,fl,us,fireball,10 minutes,Several orange fireballs over Davenport&#44 Florida.,,
11/1/2013,okmulgee,ok,us,formation,5 seconds,3 lights in formation flying south.,,
11/1/2013,athens,oh,us,flash,90 seconds,Flashes of blue-white light toward the north in Athens&#44 Ohio.,,
11/1/2013,mechanicsburg,pa,us,light,2-3 minutes,Blue&#44 Pink and Violet Lights.,,
11/1/2013,ann arbor,mi,us,light,10 seconds,Extremely bright light&#44 not moving.  Situated just at the cloud cover line in the eastern sky.  Darted up through the clouds.,,
11/1/2013,roseville,ca,us,other,2.5 hours,Two very slow moving &quot;stars&quot; seen well past sunrise.,,
11/1/2013,wisconsin rapids,wi,us,triangle,ongoing,Triangler shaped object by the placement of 3 bright lights spread aways apart,,
11/1/2013,liberty lake,wa,us,circle,1 hour,Bright light.  ((NUFORC Note:  Sighting of Venus&#44 we suspect.  PD)),,
11/1/2013,madison,ms,us,light,hour,Star like obj. in mid air shining bright then dim then very bright for ~1 hour then just disappeared&#33  ((NUFORC Note:  Venus?  PD)),,
11/1/2013,trego (near),mt,us,fireball,5 seconds,Giant orange fireball shooting across sky.,,
11/1/2013,cincinnati,oh,us,fireball,3 minutes,Probably not a UFO.  ((NUFORC Note:  Reported to be a team of 3 sky divers.  PD)),,
11/1/2013,toms brook,va,us,sphere,43 minutes,Erratic moving&#44 flashing sphere of multicolored lights lingered over the WV border.,,
11/1/2013,cincinnati,oh,us,fireball,15 minutes,Driving down Bridgetown Rd. I spotted something strange. Three lights in a triangular formation. Lights slowly spread apart and moved o,,
11/1/2013,pottstown,pa,us,formation,2 minutes,Multiple unknown orange lights flying silently at night&#44 followed by aircraft.,,
11/1/2013,cincinnati,oh,us,circle,2 minutes,3 large orange fiery balls&#44comet like tails&#44flying under the cloud coverage in a smooth methodical manner&#44 disappeared&#44 and reappeared,,
11/1/2013,madeira,oh,us,formation,20 seconds,3 yellowish and orange colored lights in many different formations.,,
11/1/2013,cincinnati,oh,us,fireball,10 minutes,3 fireballs in sky.,,
11/1/2013,lake elsinore,ca,us,sphere,10 minutes,Hundreds of lights over Lake Elsinore 11/01/2013 7-7:30 pm.,,
11/1/2013,lake elsinore,ca,us,other,6 minutes,Hundreds of mini stars flying low above the ground.,,
11/1/2013,westville,ct,us,formation,4-7 seconds,5-7 blueish white lights flying in a V formation very fast then breaking away from each other and fading out.,,
11/1/2013,vero beach,fl,us,fireball,5 minutes,Two very bright orange lights hovering and then flying over Florida coast.,,
11/1/2013,butte,mt,us,formation,30 seconds,Red formation above Butte&#44 Montana.,,
11/1/2013,gallup,nm,us,light,1 hour,Bright light about the size of 20 stars seen west of Gallup&#44 NM.  ((NUFORC Note:  Possible sighting of Venus??  PD)),,
11/1/2013,nashville,tn,us,egg,25 minutes,Was a cloudy night&#44 hovering low amongst clouds saw large lighted object with a red light atop (moving clockwise atop the craft).,,
11/1/2013,marion,nc,us,circle,35-45 minutes,Illuminated Orb hovering over Marion&#44 NC- does this have to do with the &quot;non- existent Military Base&quot; behind Baxter.,,
11/1/2013,ravena,ny,us,fireball,~1 minutes,3 fireballs no sound flying low in formation.,,
11/1/2013,knoxville,tn,us,oval,not sure,Approx. 7-8 orange orbs flew in arc above Knoxville&#44 Tennessee&#44 11/1/2013,,
11/1/2013,new paltz,ny,us,circle,5 minutes,Circular object/2 orange&#44 2 blue lights.,,
11/1/2013,gig harbor,wa,us,light,5 minutes,Bright white light/red flashing disappeared behind two trees near Narrows Bridge&#44 WA.,,
11/1/2013,arlington,va,us,light,seconds,Green falling star.,,
11/1/2013,shillington,pa,us,light,20 minutes,Fast bright blue and red light moving east to west.,,
11/2/2013,fordyce,ar,us,fireball,10 minutes,One by one these nine to twelve brightly lit orange orbs flew overhead excelerating and decreasing in speed as they appeared to be foll,,
11/2/2013,rapid city,sd,us,other,30+ minutes,Little blue green white and red flashing light&#44 hovering of South East Rapid.,,
11/2/2013,somerville,ma,us,circle,3 hours,Multiple lights on a  round ufo over Boston&#44 MA&#44 Nov. 2&#44 2013.,,
11/2/2013,woodland,wa,us,circle,5 minutes,About a dozen orange lights in the sky under clouds above Woodland hills. Kind of in a triangle form.,,
11/2/2013,naches,wa,us,flash,1 second,My son and his wife were sitting in their bedroom near South Naches area. It was raining and still dark outside when there was a brilli,,
11/2/2013,haddon heights,nj,us,triangle,15 minutes,Brite lite in the sky very very brite north to south not normal&#33 4 of us saw it moved left to right then gone?,,
11/2/2013,south ogden,ut,us,light,hour,Large star that was gone in the same night.  ((NUFORC Note:  Possible sighting of Arcturus?  PD)),,
11/2/2013,helena,mt,us,oval,2-3 seconds,Green orb stationary&#44 accelerates to unimaginable speed&#44 and vanishes.,,
11/2/2013,manchester,vt,us,light,10:00,Three red lights&#44 one after the other&#44 came up from the valley (off if rt 7 in Manchester VT) and disappeared in the clouds.,,
11/2/2013,londonderry,nh,us,light,10 minutes,3 bright white/orange lights moving slowly observed over Londonderry&#44 NH.  ((NUFORC Note:  Sighting of Venus?  PD)),,
11/2/2013,peyton,co,us,light,2+ hours,Very bright silent light in night sky.,,
11/2/2013,buda,tx,us,triangle,15 minutes,@7:15 pm my wife and I were driving down the fwy when we both noticed a purple ball of light hovering above a nearby neighborhood.,,
11/2/2013,wickenburg,az,us,light,20 minutes,My husband&#44 9yr. old daughter were in our truck heading to Las Vegas from Phoenix.  We were on highway 93&#44 heading north just through W,,
11/2/2013,falmouth,me,us,light,unknown,Multiple orange lights across sky.,,
11/2/2013,newtown,pa,us,sphere,10 seconds,Very bright red orb... road flair like...transited north to south...seemed like low altitude...at a planes speed... no noise heard...,,
11/2/2013,roseville,mi,us,cylinder,15-20 minutes,Long tube like blinking light 300-400 feet long.,,
11/2/2013,santa rosa,ca,us,triangle,15 seconds,Small&#44 silent&#44 unlit triangle craft.,,
11/2/2013,wasilla,ak,us,disk,5 minutes,A UFO was photographed&#44 but Men in Black came and confiscated the evidence.,,
11/2/2013,weymouth,ma,us,light,2 minutes,Two lights hovering over Weymouth shoot to earth at tremendous speed.,,
11/2/2013,middleton,wi,us,other,1 minute,I saw four black helicopters flying southwest in a single file formation&#44 only the one in front had lights on.,,
11/2/2013,aventura,fl,us,circle,15 minutes,Viewed 6 circular reddish orange lights rising from ground level to very high altitude.,,
11/2/2013,miamisburg,oh,us,light,30 seconds,Three orbs hovering in a triangular configuration.  Lights intermittently disappear and reappear as one light.,,
11/2/2013,port hueneme,ca,us,light,5 minutes,Orange Lights Over Port Heneme&#44 CA.,,
11/2/2013,geneva,fl,us,circle,3-5 minutes,Strange red lights suspended in air then vanished.,,
11/2/2013,conway,ar,us,fireball,~5 minutes,UFO sighting in Conway&#44 AR.,,
11/2/2013,columbia,md,us,light,2 seconds,Bright Green Light Shoots Across The Sky.,,
11/2/2013,wakefield,ri,us,fireball,5 minutes,Silent flaming ball moving around 50 knots at 1500 feet altitude.  Dead calm wind.  Could see flames dancing.,,
11/2/2013,discovery bay,ca,us,oval,15 minutes,Reddish orange sphere seen by off duty police officer and his family.,,
11/2/2013,naugatuck,ct,us,light,2 minutes,Amber light.,,
11/3/2013,manteca,ca,us,unknown,currently,Floating ball of light making rapid movement in the sky with little faint lights moving around it.  Happening right now.,,
11/3/2013,cuyahoga falls,oh,us,sphere,60 minutes,Strange lights in the sky&#44 orb figure with interchanging from red&#44 blue&#44 green&#44 yellow. white&#44 &amp; purple.  ((Sirius??)),,
11/3/2013,pigeon forge,tn,us,light,6-8 minutes,3 Red Orange Objects with strange movements,,
11/3/2013,orlando,fl,us,cylinder,3 minutes,Orange glowing sphere in Orlando.,,
11/3/2013,bonney lake,wa,us,light,5 seconds,Bright ball of light with a large flash that lit up the sky,,
11/3/2013,boerne,tx,us,circle,10 minutes,4 White lights above the clouds going in a circle.  Disappeared in an instant one by one.,,
11/3/2013,anthony,nm,us,changing,35,Object would move n stop.,,
11/3/2013,burns,tn,us,circle,10 minutes,2 orange balls of light.,,
11/3/2013,lacey,wa,us,formation,hours,Bright star looks like snake.,,
11/3/2013,fairfield,ct,us,triangle,1 hour,As I was driving South from Milford to Fairfield on I95 at 5:00 PM I saw 2 triangular aircraft near each other VERY BRIGHTLY LIT (possi,,
11/3/2013,bridgewater corners,vt,us,light,3 minutes,Single large bright orb hovering over Bridgewater corners vt.  ((NUFORC Note:  Venus?  PD)),,
11/3/2013,nottingham,nh,us,light,1 hour,Bright light being followed by Airplanes or Jets.,,
11/3/2013,pampa,tx,us,fireball,30 seconds,Whitish/green fireball was observed flying acrossing the sky,,
11/3/2013,tampa,fl,us,fireball,2 minutes,Orange and red pulsating ball traverses a small portion of the sky and vanishes,,
11/3/2013,wyoming,mi,us,light,>5 minutes,Multiple (at least 15) small star looking lights&#44 red and silver colors&#44 flying in slow motion towards the northeast,,
11/3/2013,parma,oh,us,fireball,couple mind,Orange ball dripping smaller balls and disappearing/reappearing in 2 places at once.,,
11/3/2013,coos bay,or,us,light,ongoing (possibly),Star like object moving sporadically in northwest sky night after night.  ((NUFORC Note:  Venus?  PD)),,
11/3/2013,deer isle,me,us,rectangle,1 hour,Several non man made objects in the northeastern sky flashing bright green blue and red lights.... ((NUFORC Note:  Stars??  PD)),,
11/3/2013,huntsville,al,us,light,2 minutes,Reddish orang light.,,
11/3/2013,medford,or,us,triangle,2 minutes,Hovering triangle shape&#44  bright white light on each corner&#44  silent&#44  took off very fast.,,
11/3/2013,palmyra,ny,us,light,3-4 hours,My self and many other witness saw 3 to 4 white lights doing strange circular formations behind the clouds&#44,,
11/3/2013,ten mile,tn,us,circle,7 minutes,Large light appeared over Watts Bar Lake.Light got bigger and become vertical oblong.Light was stationary for 3 minutes. Then s,,
11/3/2013,flagstaff,az,us,changing,20 minutes,Shape in sky disappearing and reappearing.,,
11/3/2013,huntington,wv,us,cross,5-10 minutes,Red and white &quot;T&quot; shaped objects with small white lights falling from the white ones and all disappearing at the same point i,,
11/3/2013,tomah,wi,us,triangle,10-20 seconds,Triangular shape craft with 5 lights&#44 1 at each point and 1 in-between each side on front of craft.  It almost seemed slightly transpar,,
11/3/2013,littleton (roxborough),co,us,chevron,7 seconds,Glowing gold specks in an arch shape moving quickly&#44 silently across sky.,,
11/3/2013,pipe creek,tx,us,sphere,5 minutes,4 white orbs  just north of San Antonio&#44TX&#44 making a circular flight pattern&#44 all at the same fast speeds&#44 as if following each other.,,
